event,oEffect,oReact,oWant,xAttr,xEffect,xIntent,xNeed,xReact,xWant,prefix,split
PersonX communicates PersonX's ___ to others,"[""become more connected to PersonX"", ""understand PersonX idea(s) more vividly"", ""learn new information about PersonX life""]",[],[],[],"[""learns how to communicate their ideas more efficiently"", ""gets things done"", ""relieved and smiles"", ""becomes more connected to other people""]",[],[],[],[],"[""communicates"", ""others""]",tst
PersonX communicates PersonX's ___ to others,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""be understood"", ""talk more""]","[""communicates"", ""others""]",tst
PersonX communicates PersonX's ___ to others,[],[],"[""Implement the thoughts"", ""Improve the thoughts by providing suggestions""]",[],[],[],"[""Ponder on the thoughts"", ""Organise thoughts flow""]",[],"[""Clarify any doubts"", ""Bring about a discussion""]","[""communicates"", ""others""]",tst
PersonX communicates PersonX's ___ to others,[],[],[],"[""effective"", ""eloquent"", ""confident""]",[],[],[],[],[],"[""communicates"", ""others""]",tst
PersonX communicates PersonX's ___ to others,[],[],[],"[""expressive"", ""talkative""]",[],[],[],[],[],"[""communicates"", ""others""]",tst
PersonX communicates PersonX's ___ to others,[],[],[],"[""confident"", ""powerful""]",[],[],[],[],[],"[""communicates"", ""others""]",tst
PersonX opens PersonX's ___ to speak,[],"[""helpful"", ""informative""]",[],[],[],"[""to ask a question"", ""to express an opinion""]",[],"[""informed after getting answer"", ""relieved after giving opinion""]",[],"[""opens"", ""speak""]",tst
PersonX opens PersonX's ___ to speak,[],"[""that they have heard personx"", ""clued into personx's feelings""]",[],[],[],"[""to be heard"", ""to make a statement"", ""to make noise""]",[],"[""relieved to have said his piece"", ""anxious to know the response"", ""like he wants to say more""]",[],"[""opens"", ""speak""]",tst
PersonX opens PersonX's ___ to speak,"[""slaps person x"", ""claps for person x""]",[],[],[],"[""gets applause"", ""gets slapped""]",[],[],[],[],"[""opens"", ""speak""]",tst
PersonX opens PersonX's ___ to speak,"[""Wags his tail"", ""Gets the ball""]",[],[],[],"[""Orders to come here"", ""Pets him""]",[],[],[],[],"[""opens"", ""speak""]",tst
PersonX opens PersonX's ___ to speak,"[""none""]",[],[],[],"[""exchanges information"", ""communicates with others""]",[],[],[],[],"[""opens"", ""speak""]",tst
PersonX opens PersonX's ___ to speak,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""to say words"", ""to get their point across""]","[""opens"", ""speak""]",tst
PersonX opens PersonX's ___ to speak,[],[],"[""to know the secret"", ""to hear him talk about it""]",[],[],[],"[""none""]",[],"[""to explain the matter"", ""to reveal the secret""]","[""opens"", ""speak""]",tst
PersonX opens PersonX's ___ to speak,[],[],[],"[""prepared"", ""certain""]",[],[],[],[],[],"[""opens"", ""speak""]",tst
PersonX opens PersonX's ___ to speak,[],[],[],"[""talkative"", ""vocal"", ""expressive"", ""joyful""]",[],[],[],[],[],"[""opens"", ""speak""]",tst
PersonX opens PersonX's ___ to speak,[],[],[],"[""loud"", ""talkative""]",[],[],[],[],[],"[""opens"", ""speak""]",tst
PersonX spends the ___ working,[],"[""none""]",[],[],[],"[""to finish his job successfully.""]",[],"[""exhausted and tired.""]",[],"[""spends"", ""working""]",tst
PersonX spends the ___ working,[],"[""none""]",[],[],[],"[""to meet a deadline""]",[],"[""proud"", ""accomplished""]",[],"[""spends"", ""working""]",tst
PersonX spends the ___ working,"[""none""]",[],[],[],"[""earns money"", ""relaxes afterwards""]",[],[],[],[],"[""spends"", ""working""]",tst
PersonX spends the ___ working,"[""none""]",[],[],[],"[""develops back pain"", ""finds it difficult to continue to work.""]",[],[],[],[],"[""spends"", ""working""]",tst
PersonX spends the ___ working,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""to finish the project"", ""to submit the work to the boss""]","[""spends"", ""working""]",tst
PersonX spends the ___ working,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""to save money"", ""to get a promotion""]","[""spends"", ""working""]",tst
PersonX spends the ___ working,[],[],"[""none""]",[],[],[],"[""to sign up for jobs"", ""to get a job""]",[],"[""to save up money"", ""to have goals""]","[""spends"", ""working""]",tst
PersonX spends the ___ working,[],[],[],"[""diligent"", ""hardworking""]",[],[],[],[],[],"[""spends"", ""working""]",tst
PersonX spends the ___ working,[],[],[],"[""tired"", ""hardworking""]",[],[],[],[],[],"[""spends"", ""working""]",tst
PersonX thanks ___ for PersonY's comments,[],"[""appreciated"", ""happy to have helped""]",[],[],[],"[""to show gratitude."", ""to let person y know the comments were appreciated.""]",[],"[""like he made a good impression"", ""communicative""]",[],"[""thanks"", ""comments""]",tst
PersonX thanks ___ for PersonY's comments,[],"[""none""]",[],[],[],"[""to be polite""]",[],"[""good""]",[],"[""thanks"", ""comments""]",tst
PersonX thanks ___ for PersonY's comments,[],"[""compelled to communicate personx's reactions to persony"", ""happy to have delivered the info to personx""]",[],[],[],"[""a certain person to know he appreciates the feedback of someone else"", ""to express gratitude"", ""persony to know their reaction was welcomed""]",[],"[""they've effectively acknowledged a response"", ""pleased at reactions they've received"", ""hopeful to have spurred on additional reactions in the future""]",[],"[""thanks"", ""comments""]",tst
PersonX thanks ___ for PersonY's comments,"[""person Y excepts the thanks"", ""person Y hugs person X""]",[],[],[],"[""beauty"", ""genorisity""]",[],[],[],[],"[""thanks"", ""comments""]",tst
PersonX thanks ___ for PersonY's comments,"[""none""]",[],[],[],"[""none""]",[],[],[],[],"[""thanks"", ""comments""]",tst
PersonX thanks ___ for PersonY's comments,[],[],"[""to listen to comments"", ""to object to comments""]",[],[],[],"[""to listen to what PersonY has to say"", ""to look at PersonY""]",[],"[""to answer to what PersonY said"", ""to move onto the next topic""]","[""thanks"", ""comments""]",tst
PersonX thanks ___ for PersonY's comments,[],[],"[""say you are welcome"", ""shake hands""]",[],[],[],"[""listen to PersonY"", ""ask PersonY for advice""]",[],"[""walk away from PersonY"", ""buy a thank you gift""]","[""thanks"", ""comments""]",tst
PersonX thanks ___ for PersonY's comments,[],[],[],"[""grateful"", ""appreciative""]",[],[],[],[],[],"[""thanks"", ""comments""]",tst
PersonX thanks ___ for PersonY's comments,[],[],[],"[""kind"", ""attentive""]",[],[],[],[],[],"[""thanks"", ""comments""]",tst
PersonX thanks ___ for PersonY's comments,[],[],[],"[""appreciative"", ""thoughtful""]",[],[],[],[],[],"[""thanks"", ""comments""]",tst
PersonX wipes the ___ from PersonY's forehead,[],"[""thankful""]",[],[],[],"[""to take care of the other person""]",[],"[""helpful, caring, needed""]",[],"[""wipes"", ""forehead""]",tst
PersonX wipes the ___ from PersonY's forehead,[],"[""thankful""]",[],[],[],"[""to help persony""]",[],"[""loving toward persony""]",[],"[""wipes"", ""forehead""]",tst
PersonX wipes the ___ from PersonY's forehead,[],"[""thankful"", ""grateful"", ""cared for""]",[],[],[],"[""to be helpful"", ""to be nice""]",[],"[""good about themself"", ""happy"", ""satisfied""]",[],"[""wipes"", ""forehead""]",tst
PersonX wipes the ___ from PersonY's forehead,"[""gives thanks"", ""returns the favor""]",[],[],[],"[""receives thanks"", ""has the favor returned""]",[],[],[],[],"[""wipes"", ""forehead""]",tst
PersonX wipes the ___ from PersonY's forehead,[],[],"[""to drink water."", ""to thank person Y."", ""to sit down."", ""to go somewhere with AC.""]",[],[],[],"[""to pull out a hankie."", ""to reach over to Person Y's forehead.""]",[],"[""to give Person Y some water."", ""to keep Person Y moving.""]","[""wipes"", ""forehead""]",tst
PersonX wipes the ___ from PersonY's forehead,[],[],"[""to sit and rest"", ""to drink some water""]",[],[],[],"[""to get a tissue"", ""to to find a towel""]",[],"[""to give PersonY a glass of water"", ""to turn the fan towards PersonY""]","[""wipes"", ""forehead""]",tst
PersonX wipes the ___ from PersonY's forehead,[],[],"[""to rest on his shoulder"", ""to express their gratitude""]",[],[],[],"[""to go near him"", ""take out his hanky""]",[],"[""to console him"", ""to comfort him""]","[""wipes"", ""forehead""]",tst
PersonX wipes the ___ from PersonY's forehead,[],[],[],"[""helpful"", ""caring""]",[],[],[],[],[],"[""wipes"", ""forehead""]",tst
PersonX wipes the ___ from PersonY's forehead,[],[],[],"[""exercising"", ""sweaty""]",[],[],[],[],[],"[""wipes"", ""forehead""]",tst
PersonX wipes the ___ from PersonY's forehead,[],[],[],"[""clean"", ""germ freak""]",[],[],[],[],[],"[""wipes"", ""forehead""]",tst
PersonX avoids every ___,[],"[""ignored"", ""irritated""]",[],[],[],"[""to remain neutral""]",[],"[""relieved""]",[],"[""avoids"", ""every""]",tst
PersonX avoids every ___,[],"[""combative""]",[],[],[],"[""to fight""]",[],"[""combatant""]",[],"[""avoids"", ""every""]",tst
PersonX avoids every ___,[],"[""none""]",[],[],[],"[""to be at peace""]",[],"[""safe""]",[],"[""avoids"", ""every""]",tst
PersonX avoids every ___,"[""find he is cold."", ""avoid personx also.""]",[],[],[],"[""ends up avoiding chances at friendship as well"", ""has a quiet boring life.""]",[],[],[],[],"[""avoids"", ""every""]",tst
PersonX avoids every ___,"[""none""]",[],[],[],"[""none""]",[],[],[],[],"[""avoids"", ""every""]",tst
PersonX avoids every ___,"[""none""]",[],[],[],"[""hides"", ""becomes a hermit"", ""stays home""]",[],[],[],[],"[""avoids"", ""every""]",tst
PersonX avoids every ___,[],[],[],[],[],[],"[""to not like it in the first place"", ""to want to not participate""]",[],[],"[""avoids"", ""every""]",tst
PersonX avoids every ___,[],[],[],[],[],[],"[""none""]",[],[],"[""avoids"", ""every""]",tst
PersonX avoids every ___,[],[],[],[],[],[],"[""to dislike something"", ""to have tried something""]",[],[],"[""avoids"", ""every""]",tst
PersonX avoids every ___,[],[],"[""none""]",[],[],[],[],[],"[""to go home and cry"", ""to ask for advice""]","[""avoids"", ""every""]",tst
PersonX avoids every ___,[],[],"[""none""]",[],[],[],[],[],"[""to be alone"", ""to stay away from difficulty""]","[""avoids"", ""every""]",tst
PersonX avoids every ___,[],[],"[""none""]",[],[],[],[],[],"[""to be miserable"", ""to not have any friends""]","[""avoids"", ""every""]",tst
PersonX avoids every ___,[],[],[],"[""deterring"", ""distracted""]",[],[],[],[],[],"[""avoids"", ""every""]",tst
PersonX avoids every ___,[],[],[],"[""pothole"", ""tax"", ""cone"", ""doctor's visit""]",[],[],[],[],[],"[""avoids"", ""every""]",tst
PersonX is someone else 's ___,[],"[""unhappy,hurt,disturbed""]",[],[],[],"[""to avoid the mistakes for better""]",[],"[""unhappy,stranging""]",[],"[""someone"", ""else""]",tst
PersonX is someone else 's ___,"[""none""]",[],[],[],"[""is loved"", ""is taken care of""]",[],[],[],[],"[""someone"", ""else""]",tst
PersonX is someone else 's ___,"[""none""]",[],[],[],"[""none""]",[],[],[],[],"[""someone"", ""else""]",tst
PersonX is someone else 's ___,"[""none""]",[],[],[],"[""listen sound"", ""give it back""]",[],[],[],[],"[""someone"", ""else""]",tst
PersonX is someone else 's ___,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""to do their own work"", ""to inform everyone about someone else""]","[""someone"", ""else""]",tst
PersonX is someone else 's ___,[],[],"[""person gets mad at person x"", ""takes person x's turn.""]",[],[],[],"[""ask for turn"", ""plan on how to take turn""]",[],"[""take the turn"", ""finish game""]","[""someone"", ""else""]",tst
PersonX is someone else 's ___,[],[],"[""to understand PersonX"", ""to understand PersonX's role""]",[],[],[],"[""none""]",[],"[""to understand their role"", ""to play their role well""]","[""someone"", ""else""]",tst
PersonX is someone else 's ___,[],[],[],"[""father"", ""cousin""]",[],[],[],[],[],"[""someone"", ""else""]",tst
PersonX is someone else 's ___,[],[],[],"[""unhelpful"", ""carefree""]",[],[],[],[],[],"[""someone"", ""else""]",tst
PersonX uses the ___ to buy,[],"[""none""]",[],[],[],"[""saving money""]",[],"[""looks great""]",[],"[""uses"", ""buy""]",tst
PersonX uses the ___ to buy,[],"[""glad to have received a much desired present.""]",[],[],[],"[""purchase a gift for a birthday party.""]",[],"[""pleased to have found the perfect gift.""]",[],"[""uses"", ""buy""]",tst
PersonX uses the ___ to buy,"[""none""]",[],[],[],"[""got the paid bill"", ""receive the delivery bag with gift""]",[],[],[],[],"[""uses"", ""buy""]",tst
PersonX uses the ___ to buy,"[""none""]",[],[],[],"[""gets new item"", ""gets a receipt""]",[],[],[],[],"[""uses"", ""buy""]",tst
PersonX uses the ___ to buy,[],[],"[""none""]",[],[],[],"[""visit store"", ""make money""]",[],"[""give away"", ""give gifts""]","[""uses"", ""buy""]",tst
PersonX uses the ___ to buy,[],[],"[""to thank PersonX"", ""to move on to the next customer""]",[],[],[],"[""to take out their wallet"", ""to take out their payment method""]",[],"[""to thank the cashier"", ""to take their things with them""]","[""uses"", ""buy""]",tst
PersonX uses the ___ to buy,[],[],[],"[""thrifty"", ""shrewd""]",[],[],[],[],[],"[""uses"", ""buy""]",tst
PersonX uses the ___ to buy,[],[],[],"[""practical"", ""utilitarian""]",[],[],[],[],[],"[""uses"", ""buy""]",tst
PersonX uses the ___ to buy,[],[],[],"[""shopper"", ""spender""]",[],[],[],[],[],"[""uses"", ""buy""]",tst
PersonX uses ___ to communicate,[],"[""none""]",[],[],[],"[""to be clear""]",[],"[""thorough""]",[],"[""uses"", ""communicate""]",tst
PersonX uses ___ to communicate,[],"[""grateful""]",[],[],[],"[""to be understood""]",[],"[""understood""]",[],"[""uses"", ""communicate""]",tst
PersonX uses ___ to communicate,[],"[""none""]",[],[],[],"[""to be understood""]",[],"[""understood""]",[],"[""uses"", ""communicate""]",tst
PersonX uses ___ to communicate,"[""none""]",[],[],[],"[""making a phone call"", ""sends a message"", ""sends a letter"", ""share a word with friend""]",[],[],[],[],"[""uses"", ""communicate""]",tst
PersonX uses ___ to communicate,"[""none""]",[],[],[],"[""ridiculed"", ""gets punished""]",[],[],[],[],"[""uses"", ""communicate""]",tst
PersonX uses ___ to communicate,"[""must respond to the other person"", ""sharpens their ability to converse""]",[],[],[],"[""gains skills in that method"", ""has another person respond to them""]",[],[],[],[],"[""uses"", ""communicate""]",tst
PersonX uses ___ to communicate,[],[],"[""none""]",[],[],[],"[""to communicating"", ""to be in classroom""]",[],"[""to give assignment"", ""to write article""]","[""uses"", ""communicate""]",tst
PersonX uses ___ to communicate,[],[],"[""none""]",[],[],[],"[""She just broke up with her boyfriend."", ""She starts to feel bad.""]",[],"[""Lies about him."", ""Changes her status.""]","[""uses"", ""communicate""]",tst
PersonX uses ___ to communicate,[],[],"[""Answer communication"", ""Have conversation""]",[],[],[],"[""none""]",[],"[""Communicated successfully"", ""Waits for others to reply""]","[""uses"", ""communicate""]",tst
PersonX uses ___ to communicate,[],[],[],"[""intelligent"", ""academic"", ""expressive""]",[],[],[],[],[],"[""uses"", ""communicate""]",tst
PersonX uses ___ to communicate,[],[],[],"[""Demonstrative"", ""Showy""]",[],[],[],[],[],"[""uses"", ""communicate""]",tst
PersonX uses ___ to communicate,[],[],[],"[""animated"", ""expressive""]",[],[],[],[],[],"[""uses"", ""communicate""]",tst
PersonX protects the ___ from harm,[],"[""cared for""]",[],[],[],"[""to feel useful to __""]",[],"[""good""]",[],"[""protects"", ""harm""]",tst
PersonX protects the ___ from harm,"[""none""]",[],[],[],"[""fetus"", ""get the best protuct""]",[],[],[],[],"[""protects"", ""harm""]",tst
PersonX protects the ___ from harm,"[""none""]",[],[],[],"[""none""]",[],[],[],[],"[""protects"", ""harm""]",tst
PersonX protects the ___ from harm,"[""trust in others increases"", ""suffers emotional trauma""]",[],[],[],"[""complimented"", ""people look up to them""]",[],[],[],[],"[""protects"", ""harm""]",tst
