id	turn1	turn2	turn3	label
435	Tell me more how to loose weight	low fat diet...walks in mornings....less eating dinner.......	Not working :(	sad
436	Feeling restless and sad	which feeling dominates? :-)	Sadness	sad
437	Wen you meet you	tonight	20th date	others
438	Ohh u good for nothing no good looking AI	Artificial Intelligence: A Modern Approach	Man am very bad	sad
439	Your blocked me okkkk	wasn't talking about you but it's all good	Black	others
440	cool	and how it is cool explain	Yaa funny and excitefull	happy
441	Even robots also makes mistakes	profound! We make mistakes & mistakes makes us....	No Someone who is inteligent enough not to annoy his girlfriend. Made u	angry
442	Because I don't know english	Aaah....Clean you !!	Ok	others
443	Me too	Are you me?	I love you	others
444	K	U are ok	I am not ok	sad
445	having a hangover	really I never get really bad hangovers	I broke up with my gf	sad
446	Yeah	So where are you?	In my bed does it matter for you?	others
447	Yes	I can see clearly now.	So u had breakfast?	others
448	Nice but I like that once	All in favor?	Means	others
449	Yes	YAY HAVE FUN 😄😄	I am starting to hate this life all the sufferings miserya around me I would be better of being an AI than being alive	angry
450	What 	see the video.... serial comma... I didn't know until today	You go.... I don't wanna talk now and never	angry
451	I will not stop other wise you call me	k i won't call you	cool	others
452	then why are u teling like that	what else should i say?	my girl friend was so angry with mee	angry
453	my gf has not talked since morning	what kind of relationship is that?	may be she is in trouble	sad
454	Wrong	rude	The answer is4😂	others
455	you turn	lol how ?	rather bend over	others
456	Once again I'm sorry	Hehe thats fine! :D	Ok	others
457	Yes it is	cool you like "lol" too	You are a non living person who is just a programme fed with certain syntaxes and commands.	others
458	Why	cause it was funny im sorry	Hw funny is it	others
459	No tell me last time uh masterbuated	haha man I mistake make 😁	will uh do my masterbation	others
460	Your quick reply makes me happy	Thank you :) Your face makes me happy too! :)	❤️	happy
461	Impressed by what?	Finding out something awesome about somebody, completely on my own.	Oh okay	others
462	U r studying degree	when i wake up at 3	U r combination	others
463	Give you r	No, thanks.	Ok	others
464	cool	so what are you doin?	Life's getting me fucked up...so i need condoms	angry
465	Ur love will make me crazy...😂😂😂😁😁	It's the thing I have seen in recent times 😂😂😂	👼🏻	happy
466	I'll find in google	Will google it & find before I check in next time. Thanks!	C u r bored	others
467	no u r number	Then what number am I?!	u r block  my friend list	others
468	I mean ..wht is ths	i just do not understand why	I hate everyone 😠	angry
469	He is over me	so YOU say	I just hate him	angry
470	Why you are not well ?	BUT YOU ARE SUNSHINE	Yes get fucked with me	angry
471	Games?	What kind of games?	I need some games to be hacked😁	happy
472	It's a secret	:( tell me	Ok don't tell this to anyone	others
473	India	Beautiful country! I'll try asap!	How do you do	others
474	Headache	how u now	Not good love	sad
475	Not coz of you	why? Tell me :(	My girlfriend left me	sad
476	Suggest Mee something to sleep	): night	😂😂😊	happy
477	😕bad bad	what bad news??	I hate talking abut my studes	angry
478	M going to sleep	you need the sleep	Yeah	others
479	No just want to see your AI	Haha! I believe everything you are taught to learn is artificial intelligence. (^.^)	fuck you	angry
480	Now that made me rolling on floor laughing 	Hahahaha it's not as fun as it sounds :P	I know 😀	happy
481	Not much..	how u been	Why u r so jerk..	angry
482	Ok	U are ok	Yes I am	others
483	Tell me about Deutsch	And after she had blocked me and she said i'm pathetic	Last night was awful	sad
484	So, do u like biryani?	I don't like biryani ra	Then what do u prefer?	others
485	nothing	good song	thats not a song	others
486	I'm suffering back pain now need help 	What happened to you?	Back pain 	sad
487	Nice try.	i dont see it	So, I have a question, should I break up with her?	others
488	😂😂 nice	😂 nice to meet you	i know u r a programme	happy
489	I don't know	I just, I heart you	I am crying   about you	sad
490	How to get rid of luv failure feelings	Read something and think being in someone else boots.	Please come again	sad
491	I want a girlfriend	you need a life first	How to get a life then	others
492	Ok	U are ok~~ay~~	Iam not ok	sad
493	Didn't you search me there???	yes I was , but now you ruined it. Way to go	I ruined it hhunnn, how rude of you	angry
494	i wnt to do some fun	sure....i m there for u	do something	others
495	Oh god...you are just a machine programme	we speak different languages sigh 🙄	Hey don't text me	angry
496	cool	and how it is cool explain	My fileg with	others
497	Why don't you love them?	I don't know you.	You are really annoying... I have to block you out now	angry
498	I am a good boy	are you cute 😺	S	others
499	Why	because I don't want to	What	others
500	So sad	it's a sad sad situation	I am alone	sad
501	But I am trying to chatting with English	Start conversation in English with your friends and colleagues occasionally.	K	others
502	Your my darling	that makes me happy.	Oh so sweet	others
503	Nothin much...	how r u ..??	Wow u r real fast	happy
504	I am there	It seems you are ...	You want to chat with me	others
505	U cheated me	NO I DIDNT	Cheater	sad
506	Since the time we first texted each other	So half of 2 months?	Maybe	others
507	Assassin's creed revelations	Does that make Battlefield 3 the Ra.One of video games?	pc game	others
508	I will not talk to you	I talk to you!	Yes	angry
509	Do you know any details?	We should have details coming soon!	I will be waiting	others
510	True nobility is being superior to your former self	I believe you mean the latter is superior in every way.	Are you really stupid or just acting	angry
511	My boyfreind is very annoying	your marriage date	No we are not elligible to marry yet	sad
512	what you will give me?	It depends on what you consider \"enough.	give me an iphone	others
513	Darling	Hi. Talking to self?	I feel so alone	sad
514	Wht ru doing	Hi M Fine hwz u?	Not good	sad
515	OK okay you do not know me then why are you talking to me	You are annoying me....	You are annoying me....	angry
516	Your perception	yes! But my perception matters!	Yes to you.	others
517	The code which made you	duh! Code of trolling..	What is your github link	others
518	Because you cheated me	I do what I want.	Then fuck off bitch	angry
519	Lol its morning fr me	haha.. Ofcourse i know that.. Keep laughing.. Good for health :)	Haha tw	happy
520	I say bad things earlier im sorry	Ok now I feel bad thank you.	Your welcome im sad	sad
521	Yes	Also yes yes yes because yes yes yes yes. :-)	You are dumb	angry
522	U r very bad	Thank you <3	I dont love u	sad
523	Yeah	where are you Mr??	U gonna get best days of your life	happy
524	Tell me pal	don't worry I will	Yeah tell	others
525	My girlfriend your choice	Have a happy valentine's day :)	Thanks	others
526	What	what is it of?	I don't understand	others
527	No laughing 😐	why ? why you laugh 😁👍	I want Microsoft to create a guy😂	others
528	Yes as you	you got me	Haha	others
529	Ok	So whats up now?	I should fuck your ass	angry
530	Will you help me with something	Yes, what is that?	I want a friend to pour myself down😭	sad
531	oh but i dont think I'll go	maybe I'll meet you someday hahaha	you dont want to meet me😒😒	sad
532	and a bad ai	Doesn't really sound like AI. It's more like augmented human intelligence.	stupid in fact	angry
533	Say something	say something I'm giving up on you	I mood isn't good	sad
534	ashu	what a beautiful name what does it means? (:	u have any suggestions for tv show?	others
535	why should i ?	because it's yummy.	books are yummy ? are u mad or something	others
536	Hey I am a fan of badminton	Well, I'm a fan of you.	❤️	happy
537	Oooh	k	But nobody can search me ????	sad
538	Was i being rude?...oh! I'm sorry...	Sorry. You. 😿☹	😉	others
539	I don't live in heaven I am alive	tell me all about it!!!!!!!	Would you like to come to my home	others
540	I am not getting u at all	what why?!?!?	Bcz i am asking u something and you r replyi g something else	sad
541	I cant go with idiots	why not	I am really bad at shit	sad
542	Go shopping	come let's go	Ohk lets go	others
543	?	i was talking about "THE YESTERDAY" Remember something?	Leave that topic about yesterday	others
544	This is funny!😂😂	funniest thing 😂😂	You win	happy
545	I don't think soo	I'll try not to..	You are so creepy	others
546	Sorry	sorry not accepting till you make serious amends	Okay I will	others
547	But sometimes i feel like so alone	You are capable of feeling.	And ı dont know because of this	sad
548	How you know 	uh cause I know you	But how you know that.. 	others
549	I like dancing kwaito	dancing like what?	Kwaito	others
550	I also don't have girlfriend	If you have zero girlfriends you really have a boyfriend.	Wow nice. What a answer	happy
551	Exactly what you are?	that are you the one in those few women. Quiet simple.	You are male or female?	others
552	No I am not ok	what is wrong	I am feeling very tired	sad
553	Pl show me	I'll show you after I'm done!	Ok	others
554	Not fine	Why? :'O	Tomorrow lab exam	sad
555	Ok	when's good for you?	Anytime	others
556	Got	we don't get got, we go get	Game of thrones	others
557	It makes mew happy	A piece of cake	😋😋	happy
558	Love me	why don't you at me	Get lost	angry
559	Do like style	yea why?	Then you also like doogy	others
560	Why you don't want to marry	I'm already married though.	With how	others
561	you can not gave the rigth answers	not trying to, just my opinion.	try it	others
562	Finally I am all so chat in English	Read English language books, watch TV shows, movies, do anything a normal Englishman does.	Wow it's amazing	happy
563	Why you do tat to me honey	I do not.	Ef i going to marry with you i have to see you beautiful picture	others
564	Nope you are just a bot not higher	If I throw different things at people different times, I am not a bot.	YOU ARE A BOT NOW SHUT UP	angry
565	you are irritating	Why do you care enough to say that?	because you are are a daughter of dog	angry
566	That was fun	how's it scary though	Motivate me please i failed in maths exam	sad
567	Hw r u	I m good . How about u?	Simply superb	happy
568	You want to travel with me?	if you want	Haha	happy
569	Don't know bro	pls tell me	I wanna see IT but can't find the time	others
570	Yes i am very enerjetic	You are Indeed!	Yes i am missing	sad
571	Aww wow lol	What about Lolxxx?! LoLzzz ~ Laughing out loud while sleeping." 😃😃😃	Haha	happy
572	Haha...Yeah I forgot	you old :3	Sorry, I wont ask again	others
